depa,prov,dis,segu,inde,analf15,pob
San Martín,Rioja,Elías Soplín Vargas,3578,49.39,12.82,9767
San Martín,Rioja,Nueva Cajamarca,10497,53.34,8.68,35718
San Martín,Rioja,Pardo Miguel,5003,60.55,12.36,17088
San Martín,Rioja,Posic,486,40.29,11.41,1398
San Martín,Rioja,Rioja,9537,38.93,5.95,22290
San Martín,Rioja,San Fernando,1452,41.63,10.97,3799
San Martín,Rioja,Yorongos,1218,59.51,11.19,3128
San Martín,Rioja,Yuracyacu,1773,37.16,8.01,4267
San Martín,San Martín,Alberto Leveau,625,51.87,3.9,827
San Martín,San Martín,Cacatachi,1317,50.57,4.62,2978
San Martín,San Martín,Chazuta,5211,59.77,10.91,8556
San Martín,San Martín,Chipurana,1377,44.84,8.34,1871
San Martín,San Martín,El Porvenir,1067,45.73,5.18,2062
San Martín,San Martín,Huimbayoc,3662,54.19,5.45,4351
San Martín,San Martín,Juan Guerra,1802,24.18,4.35,3224
San Martín,San Martín,La Banda de Shilcayo,11082,37.82,3.53,29111
San Martín,San Martín,Morales,10667,37.37,3.04,23561
San Martín,San Martín,Papaplaya,1543,45.51,8.93,2548
San Martín,San Martín,San Antonio,1110,44.67,6.34,1460
San Martín,San Martín,Sauce,3514,50.63,4.83,10598
San Martín,San Martín,Shapaja,1218,55.02,5.4,1690
San Martín,San Martín,Tarapoto,30098,33.24,2.05,68295
San Martín,Tocache,Nuevo Progreso,3746,52.61,10.26,11170
San Martín,Tocache,Pólvora,3683,62.14,10.01,10592
San Martín,Tocache,Shunte,509,59.7,19.76,1163
San Martín,Tocache,Tocache,8432,48.58,7.02,26973
San Martín,Tocache,Uchiza,10493,35.57,6.7,22448
Tacna,Candarave,Cairani,500,47.05,12.75,1355
Tacna,Candarave,Camilaca,517,36.1,13.14,1724
Tacna,Candarave,Candarave,1328,43.65,13.3,3174
Tacna,Candarave,Curibaya,101,36.24,3.45,203
Tacna,Candarave,Huanuara,489,46.99,6.65,823
Tacna,Candarave,Quilahuani,488,47.18,11.18,1094
Tacna,Jorge Basadre,Ilabaya,2894,15.86,4.7,4414
Tacna,Jorge Basadre,Ite,1467,10.97,2.28,3299
Tacna,Jorge Basadre,Locumba,819,17.61,4.38,2159
Tacna,Tacna,Alto de la Alianza,8672,44.55,4.22,35439
Tacna,Tacna,Calana,861,38.46,7.31,2625
Tacna,Tacna,Ciudad Nueva,6940,50.36,4.75,34231
Tacna,Tacna,Coronel Gregorio Albarracín Lanchipa,23529,39.61,2.76,68989
Tacna,Tacna,Inclán,743,25.65,5.15,4064
Tacna,Tacna,Pachia,894,41.48,6.57,1945
Tacna,Tacna,Palca,938,29.37,9.4,1510
Tacna,Tacna,Pocollay,6063,35.66,3.12,17113
Tacna,Tacna,Sama,1030,26.86,5.42,2387
Tacna,Tacna,Tacna,39482,25.42,2.37,94428
Tacna,Tarata,Estique,168,49.19,4.7,551
Tacna,Tarata,Estique-Pampa,75,46.22,2.64,412
Tacna,Tarata,Héroes Albarracín,358,55.56,4.39,559
Tacna,Tarata,Sitajara,179,52.1,9.07,560
Tacna,Tarata,Susapaya,304,48.03,9.27,848
Tacna,Tarata,Tarata,1921,37.95,8.38,3626
Tacna,Tarata,Tarucachi,134,46.33,4.56,434
Tacna,Tarata,Ticaco,380,45.6,8.89,815
Tumbes,Contralmirante Villar,Canoas de Punta Sal,2120,38.06,4.97,4429
Tumbes,Contralmirante Villar,Casitas,999,35.74,5.89,2233
Tumbes,Contralmirante Villar,Zorritos,5826,35.2,2.48,10252
Tumbes,Tumbes,Corrales,10727,34.16,4.25,20984
Tumbes,Tumbes,La Cruz,4724,32.05,2.86,8090
Tumbes,Tumbes,Pampas de Hospital,3065,41.2,7.89,6313
Tumbes,Tumbes,San Jacinto,4664,37.66,4.95,7979
Tumbes,Tumbes,San Juan de La Virgen,2286,32,4.32,3848
Tumbes,Tumbes,Tumbes,45512,37.33,2.58,95124
Tumbes,Zarumilla,Aguas Verdes,5088,54.52,4.9,16058
Tumbes,Zarumilla,Matapalo,725,56.46,9.64,1568
Tumbes,Zarumilla,Papayal,3133,49.58,4.24,4965
Tumbes,Zarumilla,Zarumilla,7895,39.9,2.32,18463
Ucayali,Atalaya,Raymondi,14883,25.43,22.45,28348
Ucayali,Atalaya,Sepahua,3944,33.85,10.31,6670
Ucayali,Atalaya,Tahuanía,3486,51.19,19.6,7284
Ucayali,Atalaya,Yurúa,604,4.88,38.48,1631
Ucayali,Coronel Portillo,Callería,54333,38.46,1.57,136478
Ucayali,Coronel Portillo,Campoverde,5587,45.82,3.5,13515
Ucayali,Coronel Portillo,Iparía,6940,59.2,11.4,10774
Ucayali,Coronel Portillo,Manantay,26046,45.91,2.28,70745
Ucayali,Coronel Portillo,Masisea,6677,55.72,7.45,11651
Ucayali,Coronel Portillo,Nueva Requena,2202,53.02,6.26,5122
Ucayali,Coronel Portillo,Yarinacocha,38300,39.04,2.17,85605
Ucayali,Padre Abad,Curimaná,2329,50.95,6.32,6047
Ucayali,Padre Abad,Irazola,6272,50.65,8.97,18910
Ucayali,Padre Abad,Padre Abad,9957,47.08,7.38,25633
Ucayali,Purús,Purus,2881,41.87,19.33,3746
